Date,S&P500,NASDAQ,SPY,QQQ,XLK,XLF,XLE,VIX
2021-01-04,301.6853942871094,348.2994689941406,32.47328186035156,27.043439865112305,123.76900482177734,3700.64990234375,12698.4501953125,26.969999313354492
2021-01-05,304.17254638671875,350.6982727050781,33.92757034301758,27.164329528808594,124.57218170166016,3726.860107421875,12818.9599609375,25.34000015258789
2021-01-06,299.95904541015625,352.7948913574219,34.96267318725586,28.363988876342773,122.42388916015625,3748.139892578125,12740.7900390625,25.06999969482422
2021-01-07,307.2156677246094,358.03656005859375,35.475955963134766,28.773176193237305,125.72377014160156,3803.7900390625,13067.48046875,22.3700008392334
2021-01-08,311.1658020019531,360.0765380859375,35.43318557739258,28.754575729370117,126.53662109375,3824.679931640625,13201.98046875,21.559999465942383
2021-01-11,306.66949462890625,357.6493225097656,35.98923873901367,28.84756851196289,125.49149322509766,3799.610107421875,13036.4296875,24.079999923706055
2021-01-12,306.1818542480469,357.724853515625,37.24676513671875,29.145160675048828,124.89151000976562,3801.18994140625,13072.4296875,23.329999923706055
2021-01-13,308.24957275390625,358.688232421875,36.95590591430664,29.12656021118164,125.68505096435547,3809.840087890625,13128.9501953125,22.209999084472656
2021-01-14,306.60125732421875,357.4320983886719,38.05088806152344,29.256755828857422,124.58187866210938,3795.5400390625,13112.6396484375,23.25
2021-01-15,304.17254638671875,354.825439453125,36.570953369140625,28.773176193237305,123.30448150634766,3768.25,12998.5,24.34000015258789
2021-01-19,308.6103820800781,357.6116027832031,37.306640625,28.84756851196289,124.910888671875,3798.909912109375,13197.1796875,23.239999771118164
2021-01-20,315.7890319824219,362.5604248046875,37.44350814819336,28.7266788482666,127.3882064819336,3851.85009765625,13457.25,21.579999923706055
2021-01-21,318.315185546875,362.8909912109375,36.17742919921875,28.41978645324707,129.0332794189453,3853.070068359375,13530.91015625,21.31999969482422
2021-01-22,317.3982849121094,361.60650634765625,35.98923873901367,28.215194702148438,128.53976440429688,3841.469970703125,13543.0595703125,21.90999984741211
2021-01-25,320.0219421386719,363.0326843261719,35.62138748168945,28.010601043701172,129.6138916015625,3855.360107421875,13635.990234375,23.190000534057617
2021-01-26,320.4901428222656,362.4659423828125,34.86001968383789,27.78740882873535,129.7010040283203,3849.6201171875,13626.0595703125,23.020000457763672
2021-01-27,311.5559997558594,353.6072082519531,34.38951873779297,26.969039916992188,127.25274658203125,3750.77001953125,13270.599609375,37.209999084472656
2021-01-28,313.3994140625,356.64825439453125,34.79158401489258,27.471221923828125,127.77525329589844,3787.3798828125,13337.16015625,30.209999084472656
2021-01-29,306.8059997558594,349.50836181640625,33.63671875,26.922544479370117,124.76570129394531,3714.239990234375,13070.6904296875,33.09000015258789
2021-02-01,314.4723205566406,355.3260192871094,33.876243591308594,27.27592658996582,127.89142608642578,3773.860107421875,13403.3896484375,30.239999771118164
2021-02-02,319.6026306152344,360.3504333496094,34.244083404541016,27.936203002929688,129.62356567382812,3826.31005859375,13612.7802734375,25.559999465942383
2021-02-03,318.33465576171875,360.6337585449219,35.706932067871094,28.094301223754883,129.17845153808594,3830.169921875,13610.5400390625,22.90999984741211
2021-02-04,322.0994567871094,364.7326965332031,36.10044860839844,28.717376708984375,131.23960876464844,3871.739990234375,13777.740234375,21.770000457763672
2021-02-05,323.19189453125,366.1682434082031,36.40840148925781,28.7266788482666,130.94937133789062,3886.830078125,13856.2998046875,20.8700008392334
2021-02-08,325.3572082519531,368.8126220703125,37.93113327026367,29.098663330078125,132.323486328125,3915.590087890625,13987.6396484375,21.239999771118164
2021-02-09,325.2888488769531,368.5670471191406,37.52906036376953,29.10796546936035,132.16864013671875,3911.22998046875,14007.7001953125,21.6299991607666
2021-02-10,324.5476379394531,368.4064636230469,38.247642517089844,29.10796546936035,131.97511291503906,3909.8798828125,13972.5302734375,21.989999771118164
2021-02-11,326.3324890136719,369.00152587890625,37.657386779785156,29.014965057373047,133.42669677734375,3916.3798828125,14025.76953125,21.25
2021-02-12,328.1564025878906,370.82427978515625,38.21342849731445,29.312557220458984,134.11370849609375,3934.830078125,14095.4697265625,19.969999313354492
2021-02-16,327.2688293457031,370.5031433105469,39.17155075073242,29.814741134643555,133.67823791503906,3932.590087890625,14047.5,21.459999084472656
2021-02-17,325.69854736328125,370.588134765625,39.753257751464844,29.96353530883789,132.49766540527344,3931.330078125,13965.490234375,21.5
2021-02-18,324.27447509765625,369.010986328125,38.85502624511719,29.786840438842773,131.8492889404297,3913.969970703125,13865.3603515625,22.489999771118164
2021-02-19,322.86029052734375,368.3592834472656,39.50517272949219,30.140226364135742,131.65577697753906,3906.7099609375,13874.4599609375,22.049999237060547
2021-02-22,314.49176025390625,365.52587890625,40.8739128112793,30.419212341308594,128.75265502929688,3876.5,13533.0498046875,23.450000762939453
