Date,S&P500,NASDAQ,SPY,QQQ,XLK,XLF,XLE,VIX
2021-01-05,0.00824439276897726,0.006887363834899851,0.044784272301682915,0.004470203229526293,0.006489383670362114,0.007082595157549276,0.009490116019786887,-0.06043749359531836
2021-01-06,-0.013852534666702887,0.005978585726492014,0.030508966247690728,0.04416311243187465,-0.0172453021434138,0.005709842747752214,-0.006097992513683037,-0.010655108766291721
2021-01-07,0.02419214291011995,0.014857463657135916,0.01468109885443436,0.014426296621340873,0.026954424823846246,0.014847403800101189,0.025641300789502663,-0.10769840001825937
2021-01-08,0.01285775235438713,0.00569768029591855,-0.0012059386159501972,-0.000646385244147174,0.006465433147246458,0.005491862685268911,0.010292726308001487,-0.03620926879315989
2021-01-11,-0.014449973039192154,-0.006740747025020588,0.015692900810079458,0.003234082973371688,-0.00825948930529774,-0.006554750898592476,-0.012539844430301206,0.11688314101048247
2021-01-12,-0.0015902165261909573,0.00021118729497238142,0.03494195684709922,0.010315822685883935,-0.0047810060309132485,0.0004157884466327033,0.002761492284541589,-0.03114617950067544
2021-01-13,0.006753336949412603,0.0026929012543155384,-0.007808775385945266,-0.0006382008077375767,0.006353719698510396,0.0022756417379066196,0.004323642135673156,-0.048006894251865995
2021-01-14,-0.005347439519669983,-0.0035020218665152703,0.029629419360699183,0.004470193091936414,-0.008777275903116388,-0.0037534511943366766,-0.001242334431341141,0.046825797316417894
2021-01-15,-0.007921001792726368,-0.00729256804898426,-0.038894062475156144,-0.016528947710171882,-0.010253352966879237,-0.007190027975370938,-0.008704551600417165,0.046881726993027506
2021-01-19,0.014589557333912317,0.007851863115620805,0.020117239736255454,0.0025856072657122198,0.01302772234172922,0.008136379515524483,0.015284816517290523,-0.04519311317065755
2021-01-20,0.02326081120034562,0.013838797120551138,0.0036688193201579455,-0.00419103231353557,0.01983286788302485,0.013935625421946263,0.0197065068945248,-0.07142856556629995
2021-01-21,0.007999597207939857,0.0009116710987635557,-0.03381323981138995,-0.010683054015693028,0.012913855861884871,0.0003167233075522802,0.005473641067082813,-0.012048203419881442
2021-01-22,-0.002880097682298355,-0.0035395887315775587,-0.005202191213214746,-0.007198718992847741,-0.003824474579678494,-0.0030106116552376383,0.0008979007267215788,0.02767355351938039
2021-01-25,0.008266230841801114,0.00394392090823259,-0.01022093708529248,-0.007251254301982479,0.00835637864459371,0.0036158389430824833,0.006861866299858299,0.05842084416064908
