Date,S&P500,NASDAQ,SPY,QQQ,XLK,XLF,XLE,VIX
2021-01-05,0.00824419128903009,0.0068871873903944,0.04478415482980913,0.004470202914246935,0.006489321628135869,0.007082595157549276,0.009490116019786887,-0.06043749359531836
2021-01-06,-0.01385233817652154,0.005978411687550311,0.03050919455101231,0.04416303911576036,-0.017245363388183166,0.005709842747752214,-0.006097992513683037,-0.010655108766291721
2021-01-07,0.024192043632258464,0.01485755272987066,0.014680879037189953,0.014426296621340873,0.026954551142615468,0.014847403800101189,0.025641300789502663,-0.10769840001825937
2021-01-08,0.012857854244870959,0.005697680781565628,-0.001205616158353351,-0.0006464515332706977,0.0064653720711120855,0.005491862685268911,0.010292726308001487,-0.03620926879315989
2021-01-11,-0.014449876381398274,-0.006740832349350634,0.015693005090004375,0.0032340168558908644,-0.00825948930529774,-0.006554750898592476,-0.012539844430301206,0.11688314101048247
2021-01-12,-0.001590117013266834,0.00021118733101288534,0.034941733745033954,0.010316022404540881,-0.0047810668270225065,0.0004157884466327033,0.002761492284541589,-0.03114617950067544
2021-01-13,0.006753236604884583,0.0026930723341758167,-0.007808979419943629,-0.0006382007659717637,0.006353842262999176,0.0022756417379066196,0.004323642135673156,-0.048006894251865995
2021-01-14,-0.005347340516846266,-0.0035020218665152703,0.02962942241913491,0.004469996344635296,-0.00877727537031392,-0.0037534511943366766,-0.001242334431341141,0.046825797316417894
2021-01-15,-0.007921399144595553,-0.007292738809127286,-0.03889356511180364,-0.016528819478444645,-0.010253474818968433,-0.007190027975370938,-0.008704551600417165,0.046881726993027506
2021-01-19,0.014589862714688318,0.007852208495457091,0.020116709795161114,0.0025854746874649503,0.013027970645532738,0.008136379515524483,0.015284816517290523,-0.04519311317065755
2021-01-20,0.02326120674864729,0.01383853874697838,0.003668717442804059,-0.004190636158681982,0.01983268101283131,0.013935625421946263,0.0197065068945248,-0.07142856556629995
