Date,S&P500,NASDAQ,SPY,QQQ,XLK,XLF,XLE,VIX
2021-01-05,0.00824388531636333,0.0068874514537056175,0.044783674420669994,0.004470697563671466,0.006489630639237687,0.007082595157549276,0.009490116019786887,-0.06043749359531836
2021-01-06,-0.013852438506345766,0.005978324147848824,0.030509538721284146,0.04416274585140667,-0.017245543953892994,0.005709842747752214,-0.006097992513683037,-0.010655108766291721
2021-01-07,0.024192046093536757,0.014857466227546245,0.014680877435393036,0.014426229375910538,0.026954301864648977,0.014847403800101189,0.025641300789502663,-0.10769840001825937
2021-01-08,0.012857954858137344,0.005697766503147239,-0.001205831086871667,-0.0006463852869954545,0.006465555691891778,0.005491862685268911,0.010292726308001487,-0.03620926879315989
2021-01-11,-0.014449876381398274,-0.006740832349350634,0.015692899120599124,0.0032339505238867527,-0.00825942950932712,-0.006554750898592476,-0.012539844430301206,0.11688314101048247
2021-01-12,-0.0015904155520389818,0.00021127265922737948,0.034941847147888394,0.010316221441160733,-0.0047808844386947325,0.0004157884466327033,0.002761492284541589,-0.03114617950067544
2021-01-13,0.006753537638528373,0.0026930721044291506,-0.007808980219714989,-0.0006383315685523083,0.006353841098565516,0.0022756417379066196,0.004323642135673156,-0.048006894251865995
2021-01-14,-0.005347439519669983,-0.0035021066496209174,0.029629528700522156,0.004470061829492389,-0.008777637986732145,-0.0037534511943366766,-0.001242334431341141,0.046825797316417894
2021-01-15,-0.00792130039797112,-0.007292482668912692,-0.038893665364319596,-0.016528948787750797,-0.010253231742683222,-0.007190027975370938,-0.008704551600417165,0.046881726993027506
2021-01-19,0.014589963044512544,0.007851948447581636,0.020117024822008833,0.0025854748588538534,0.013027784216155691,0.008136379515524483,0.015284816517290523,-0.04519311317065755
2021-01-20,0.023260808900152252,0.013838624084193007,0.003668818945012031,-0.004190636435759232,0.019832561278128047,0.013935625421946263,0.0197065068945248,-0.07142856556629995
